"Número Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Apostilamento";"Descrição Apostilamento";"Valor Apostilamento";"Data de inclusão";"Situação Apostilamento"
"62017";"26000";"MINISTERIO DA EDUCACAO";"26422";"INST.FED. DE EDUC., CIENC. E TEC. CATARINENSE";"158460";"INST.FED.CATARINENSE/CAMPUS CAMBORIU";"000000000001/2018";"Reajuste em decorrência da solicitação de repactuação do contrato pela empresa, dado o reajuste salarial da categoriapor meio da CCT2018, de acordo com o que faculta a clausula decima primeira do contrato, com o objetivo de restabelecer o equilibrio economico financeiro. O valor mensal do contrato p                                                    assa para R$ 36.761,60.";"12697,20";"25/05/2018";"Encerrado"
"52017";"26000";"MINISTERIO DA EDUCACAO";"26436";"INST.FED.DE EDUC.,CIE.E TEC.SUL-RIO-GRANDENSE";"154773";"IF/SUL R. GRAND./CAMPUS SANTANA DO LIVRAMENTO";"000000000001/2018";"Valor referente ao período de 01/01/2018 a 31/03/2018, período em que já estava vigente os novos valores de acordo com o sindicato da categoria e aind                                                 a não havia termo aditivo.";"2183,20";"02/04/2018";"Encerrado"
"792017";"26000";"MINISTERIO DA EDUCACAO";"26438";"INST.FED.DE EDUC.,CIENC.E TEC.DE STA.CATARINA";"158516";"INSTITUTO FEDERAL DE EDUC.CIENC.E TEC.DE SC";"000000000001/2018";"REPACTUAÇÃO 2018";"1407,50";"11/07/2018";"Encerrado"
"772017";"30000";"MINISTERIO DA JUSTICA";"30202";"FUNDACAO NACIONAL DO INDIO";"194022";"MUSEU DO ÍNDIO - RJ";"000000000001/2018";"Repactuação do valor contratado, tendo em vista convenção coletiva de traba       lho 2017/2018 - Contrato nº 77/2017 (Processo 08786.000538/2017-92).";"5763,10";"07/02/2018";"Encerrado"
"392017";"36000";"MINISTERIO DA SAUDE";"36201";"FUNDACAO OSWALDO CRUZ";"254462";"DIRETORIA DE ADMINISTRAÇÃO DO CAMPUS-FIOCRUZ";"00000000001/2018.";"Repactuação de preços.";"486918,70";"05/02/2018";"Encerrado"
"112017";"38000";"MINISTERIO DO TRABALHO E EMPREGO";"38901";"FUNDO DE AMPARO AO TRABALHADOR";"380918";"COORDENACAO-GERAL DE LOGIST. E ADMINIST./MTE";"00000000000000002";"REPACTUAçãO DOS VALORES CONTRATUAIS EM VIRTUDE DA CCT 2018 DA RESPECTIVA CA                                                                   TEGORIA.";"56633,00";"10/05/2018";"Encerrado"
"72017";"52000";"MINISTERIO DEFESA";"52111";"COMANDO DA AERONAUTICA";"120643";"GRUPAMENTO DE SANTA MARIA";"00001/GAP-SM/2018";"I) REPACTUAçãO DO VALOR DO CONTRATO EM FACE DA CONVENçãO COLETIVA DE TRABALHO 2018, NOS TERMOS NA CLáUSULA 6ª DO CONTRATO, A CONTAR DE 28/06/2018, PASSANDO A SER R$ 50.110,82. II) RECONHECIMENTO DE DíVIDA RELATIVA AO AJUSTE Q              UE DEIXOU DE SER PAGO NO PERíDO DE 01 JAN 2018 A 27 JUN 2018.";"18960,60";"19/07/2018";"Encerrado"
"62017";"52000";"MINISTERIO DEFESA";"52121";"COMANDO DO EXERCITO";"160414";"COMANDO 6 BRIGADA DE INFANTARIA BLINDADA/RS";"00000000000001218";"ALTERAçãO NA CCT";"4495,00";"23/03/2018";"Encerrado"
"22017";"52000";"MINISTERIO DEFESA";"52121";"COMANDO DO EXERCITO";"160438";"COMANDO 2 BRIGADA DE CAVALARIA MECANIZADA/RS";"000000000001/2018";"REPACTUAçãO DO CONTRATO DEVIDO O REAJUSTE DO SALáRIO NORMATIVO DA CATEGORIA    E OUTROS BENEFíCIOS, CONFORME CONVENçãO COLETIVA DE TRABALHO 2018/2018.";"5763,80";"09/03/2018";"Efetivado"
"512015";"52000";"MINISTERIO DEFESA";"52131";"COMANDO DA MARINHA";"787700";"HOSPITAL NAVAL DE BRASILIA";"00000000000000001";"Reajuste dos valores das passagens dos transportes do Distrito Federal.";"264654,00";"03/11/2015";"Efetivado"
"502017";"52000";"MINISTERIO DEFESA";"52904";"FUNDO DO EXERCITO";"167106";"2 BATALHAO FERROVIARIO";"00000000000000001";"MUDANçA DE TABELA COM ANUêNCIA DA DIRETóRIA DE SAúDE, PELO DIEX Nº 3363-SRAM/SDIR TEC/D SAU, 10/11/2017 E PARECER TéCNICO Nº 473-D SAU/SRAM, 10/11/17.";"0,00";"16/04/2018";"Encerrado"
