"Número Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Apostilamento";"Descrição Apostilamento";"Valor Apostilamento";"Data de inclusão";"Situação Apostilamento"
"42013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170020";"ALFANDEGA CL.B NO AER.INTERNACIONAL/DF";"00000000000000001";"Registrar a variação do valor contratual para fazer face a repactuação.";"61787,70";"19/03/2014";"Encerrado"
"42013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170020";"ALFANDEGA CL.B NO AER.INTERNACIONAL/DF";"00000000000000003";"registra a variacao no valor contratual devido a apostilamento 003/2016.";"39141,40";"23/03/2016";"Encerrado"
"42013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170020";"ALFANDEGA CL.B NO AER.INTERNACIONAL/DF";"00000000000000002";"registra a variacao no valor contratual devido a apostilamento 001/2015.";"62714,50";"12/05/2015";"Encerrado"
"32013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170047";"DELEGACIA DA REC.FEDERAL EM NATAL/RN";"000000000004/2017";"REPACTUAçãO MATIVADA PELO AUMENTO DE SALARIO DE ACORDO COM A CONVENçAõ COLE                                                                      TIVA.";"16843,80";"29/05/2017";"Encerrado"
"32013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170047";"DELEGACIA DA REC.FEDERAL EM NATAL/RN";"000000000002/2015";"MOTIVADO PELA REPACTUAçãO DO SERVIçO DE LIMPEZA E MANUTENçãO DA DRF/NATAL E                                                  UNIDADES JURISDICIONADAS.";"16085,60";"02/06/2015";"Encerrado"
"32013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170047";"DELEGACIA DA REC.FEDERAL EM NATAL/RN";"000000000002/2016";"POR MOTIVA DA NOVA VIGêNCIA DA CONVêNçãO COLETIVA DE TRABALHO - CCT BEM COMO ALTERAçãO DO VALOR DO VALE TRASPORTE O VALOR MENSAL DO CONTRATO PASSA PAR                                    A R$ 23.2249,31, APARTIR DE 01/01/2016.";"24226,20";"23/06/2016";"Encerrado"
"32013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170047";"DELEGACIA DA REC.FEDERAL EM NATAL/RN";"000000000001/2014";"Repactuação do Contrato baseado no Convenção Coletriva de Trabalho 01/01/20                                              14 , retroativo a 01/01/2014.";"9938,00";"10/11/2014";"Encerrado"
"42013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170047";"DELEGACIA DA REC.FEDERAL EM NATAL/RN";"000000000001/2014";"PRIMEIRA REPCTUAçãO DO CONTRATO Nº 04/2013, APARTIR DE 02 DE  SETEMBRO  DE                                                                      2013.";"52817,00";"24/11/2014";"Encerrado"
"122013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170052";"MF/DRF-DELEGACIA DA RECEITA FEDERAL/PB";"00000000000000001";"REAJUSTE DO VALOR DO CONTRATO CONFORME PREVISTO NO .8º DO ART.65 DA LEI 8.6    66/93 E NO .1º E .2º DA CLáUSULA QUARTA DO CONTRATO DRF/JPA Nº.12/2013.";"2354,70";"12/08/2014";"Encerrado"
"122013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170052";"MF/DRF-DELEGACIA DA RECEITA FEDERAL/PB";"00000000000000002";"EMPENHO DE 2015";"0,00";"01/01/2015";"Encerrado"
"172013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170085";"SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - MG";"000000000003/2016";"reajuste locatício";"54711,10";"22/09/2016";"Encerrado"
"172013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170085";"SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - MG";"000000000001/2014";"Reajuste de valor locatício.";"90893,70";"11/08/2014";"Encerrado"
"12013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170089";"DELEGACIA DA REC.FEDERAL EM B.HORIZONTE/MG";"000000000001/2016";"TERMO DE APOSTILAMENTO AO CONTRATO 01/2013 REFERENTE AO REAJUSTE E AO RESID                                   UO A SEREM PAGOS A PARTIR DE 12/09/2016.";"20747,50";"13/09/2016";"Encerrado"
"42013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170091";"DELEGACIA DA REC.FEDERAL EM GOV.VALADARES/MG";"00000000000012016";"PROMOVER A REPACTUAçãO DO CONTRATO 04/2013 EM FACE DA ELEVAçãO DA PLANILHA DE CUSTOS E FORMAçãO DE PREçOS DA EMPRESA, PROVOCADA PELA VIGêNCIA DA NOVA                CONVENçãO COLETIVA DE TRABALHO DE ALMENARA E TEóFILO OTONI.";"24648,40";"17/02/2016";"Encerrado"
"42013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170091";"DELEGACIA DA REC.FEDERAL EM GOV.VALADARES/MG";"00000000000022017";"Promover a repactuação do Contrato 04/2013 em face da elevação da planilha de custos e formação de preços da empresa, provocada pela vigência da novaconvenção coletiva de trabalho das cidades de Almenara e Teófilo Otoni, que           reajustaram os salários das recepcionistas no exercício de 2016.";"10031,10";"17/08/2017";"Encerrado"
"42013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170091";"DELEGACIA DA REC.FEDERAL EM GOV.VALADARES/MG";"00000000000012014";"Promover a repactuação do contrato 04/2013 em face de elevação de planilhade custos, provocada pela vigência das novas convenções coletivas de trabal                                                                        ho.";"31419,20";"15/07/2014";"Encerrado"
"42013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170091";"DELEGACIA DA REC.FEDERAL EM GOV.VALADARES/MG";"00000000000012017";"PROMOVER A REPACTUAçãO DO CONTRATO 04/2013 EM FACE DA ELEVAçãO DA PLANILHADE CUSTOS E FORMAçãO DE PREçOS DA EMPRESA, PROVOCADA PELA VIGêNCIA DAS NOVAS CONVENçõES COLETIVAS DE TRABALHO EM 2016, ABRANGENDO AS CIDADES DE GOVERN                                      ADOR VALADARES, CARATINGA E MANHUAçU.";"20200,00";"09/01/2017";"Encerrado"
"42013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170091";"DELEGACIA DA REC.FEDERAL EM GOV.VALADARES/MG";"00000000000012015";"Promover a repactuação do Contrato 04/2013 em face da elevação da Planilha de Custos e Formação de Preços da empresa, provocada pela vigência de nova                                    Convenção Coletiva de Trabalho de 2015.";"29905,90";"13/11/2015";"Encerrado"
"32013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170092";"DELEGACIA DA REC.FEDERAL EM J.DE FORA/MG";"000000000001/2016";"REAJUSTE DO VALOR DO ALUGUEL CONFORME PARáGRAFO ÚNICO DA CLáUSULA QUARTA DO CONTRATO, UTILIZANDO O IGPD-I. PORéM O VALOR CORRIGIDO FOI NEGOCIADO COM O                           PROPRIETáRIO E ACORDADO EM R$ 10.300,00 MENSAIS.";"8868,90";"16/09/2016";"Encerrado"
"32013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170092";"DELEGACIA DA REC.FEDERAL EM J.DE FORA/MG";"000000000001/2015";"REAJUSTE CONTRATUAL PELA VARIAçãO DO IGP-DI,CONFORME PARáGRAFO ÚNICO DA CLá USULA QUARTA DO CONTRATO DRF/JFA 03/2013. IGP-DI APURADO PARA O PERíODO DE                                                08/2014 A 07/2015: 7,4131%.";"24672,60";"03/09/2015";"Encerrado"
"32013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170092";"DELEGACIA DA REC.FEDERAL EM J.DE FORA/MG";"000000000001/2014";"REAJUSTE DE ALUGUEL CONFORME CLáUSULA 4º DO CONTRATO 03/2013, DE ACORDO COM O íNDICE IGP-DI DO PERíODO DE 12 MESES ELEVANDO O VALOR MENSAL DE R$ 8800,                                                        00 PARA R$ 9245,11.";"21365,20";"08/09/2014";"Encerrado"
"82013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170095";"DELEGACIA DA REC.FEDERAL EM DIVINOPOLIS/MG";"000000000001/2014";"Repactuação ao valor do contrato de carregador.";"3554,80";"26/06/2014";"Encerrado"
"82013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170095";"DELEGACIA DA REC.FEDERAL EM DIVINOPOLIS/MG";"000000000002/2015";"REPACTUAçãO DE VALORES AO CONTRATO 08/2013, DE ACORDO COM A CCT/2015, RETRO                                             ATIVO A 01 DE JANEIRO DE 2015.";"829,70";"24/03/2015";"Encerrado"
"22013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170097";"DELEGACIA DA REC.FEDERAL EM UBERLANDIA/MG";"000000000001/2015";"Repactuação conforme CCT 2015.";"59745,30";"02/07/2015";"Encerrado"
"22013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170097";"DELEGACIA DA REC.FEDERAL EM UBERLANDIA/MG";"000000000001/2016";"DIFERENCAS REFERENTES A CCT 2016 E AUMENTO DE VALE TRANSPORTE.";"9014,50";"24/03/2016";"Encerrado"
"22013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170097";"DELEGACIA DA REC.FEDERAL EM UBERLANDIA/MG";"000000000001/2014";"NOVAS CONVENCOES COLETIVAS DE TRABALHO 2014 E DECRETOS MUNICIPAIS QUE AUMEN                                             TAM A TARIFA DE ONIBUS URBANO.";"21065,40";"06/08/2014";"Encerrado"
"182013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170109";"DRF-DELEGACIA DA RECEITA FEDERAL C.GRANDE/MS";"000000000001/2015";"Tem por finalidade indicar a dotação orçamentaria e a nota de empenho para atender a despesa da DRF/CGE/MS, no exercicio de 2015. Empenho no valor de                                                               cinco reais.";"0,00";"19/02/2015";"Encerrado"
"182013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170109";"DRF-DELEGACIA DA RECEITA FEDERAL C.GRANDE/MS";"000000000001/2014";"INDICAÇÃO DA DOTAÇÃO ORÇAMENTÁRIA E NOTA DE EMPENHO PARA ATENDER AS DESPESA                S DA DRF/CGE/MS INERENTES AO CONTRATO NO EXERCÍCIO DE 2014.";"0,00";"13/01/2014";"Encerrado"
"142013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170114";"SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - RJ";"000000000001/2015";"RAPACTUAÇÃO 2014.";"110587,00";"27/03/2015";"Encerrado"
"142013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170114";"SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - RJ";"000000000002/2016";"REPACUAçãO CONTRATUAL NO EXERCíCIO DE 2015.";"99948,40";"01/04/2016";"Encerrado"
"142013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170114";"SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - RJ";"000000000003/2016";"DESPESAS REFERENTE AOS MESES DE JAN A MAR/2016, REFERENTE A REPACTUAçãO DO                                                            EXERCíCIO 2016.";"44166,00";"14/10/2016";"Encerrado"
"142013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170114";"SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - RJ";"00000000000000001";"AJUSTE DE CRONOGRAMA.";"1,00";"11/10/2013";"Encerrado"
"162013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170114";"SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - RJ";"000000000001/2014";"ADEQUAÇÃO DE VALORES QUE NÃO FORAM SUFICIENTES PARA COBRIR AS DESPESAS  DU-                                                 RANTE O EXERCÍCIO DE 2014.";"73500,00";"05/05/2014";"Encerrado"
"162013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170116";"SUP.REGIONAL RECEITA FEDERAL 7A.RF/RJ";"00000000000012015";"DOTAÇÃO ORÇAMENTÁRIA CONFORME PARECER/PGFN/CJU/CJL-2342/2011, À CONTA DO P 04125211022370001, ND 339039, CORREIOS, UG 170116, GESTÃO 00001 E NE 2015N              E800025, DEVIDAMENTE HOMOLOGADA PELA CHEFIA DA DIPOL, FL.250.";"0,00";"09/02/2015";"Encerrado"
"162013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170116";"SUP.REGIONAL RECEITA FEDERAL 7A.RF/RJ";"00000000000012014";"DOTAÇÃO ORÇAMENTÁRIA CONFORME PARECER/PGFN/CJU/CJL-2342/2011, À CONTA DO PT 04125211022370001, ND 339039, CORREIOS, UG 170116, GESTÃO 00001 E NE 2014N             E800029, DEVIDAMENTE HOMOLOGADA PELA CHEFIA DA DIPOL, FL. 145.";"0,00";"17/01/2014";"Encerrado"
"162013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170134";"DELEGACIA DA REC.FEDERAL EM ARACATUBA/SP";"000000000001/2015";"REPACTUACAO CONTRATUAL COM BASE NAS CONVENCOES COLETIVAS ENVOLVIDAS NA CONT                     RATACAO, COM EFEITO FINANCEIRO A PARTIR DE 01/03/2015.";"3832,60";"11/12/2015";"Encerrado"
"162013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170134";"DELEGACIA DA REC.FEDERAL EM ARACATUBA/SP";"000000000001/2013";"REPACTUAçãO CONTRATUAL, COM BASE NA CONVENCAO COLETIVA DE TRABALHO 2013/201                            4 E EFEITOS FINANCEIROS A PARTIR DE 12/08/2013.";"3253,80";"02/10/2013";"Encerrado"
"162013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170134";"DELEGACIA DA REC.FEDERAL EM ARACATUBA/SP";"000000000001/2016";"REPACTUACAO CONTRATUAL COM BASE NA CCT SINTETEL 2016/2017, COM EFEITO FINAN                                              CEIRO A PARTIR DE 01/03/2016.";"1248,20";"11/08/2016";"Encerrado"
"162013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170134";"DELEGACIA DA REC.FEDERAL EM ARACATUBA/SP";"000000000001/2014";"REAJUSTE CONTRATUAL, CONFORME CONVENCAO COLETIVA DA CATEGORIA 2014,  COM EF                                    EITO FINANCEIRO A PARTIR DE 01/03/2014.";"5037,00";"03/10/2014";"Encerrado"
"52013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170142";"DELEGACIA DA REC.FEDERAL EM SOROCABA/SP";"00000000000000002";"Repactuação do preço contratado, a partir de maio de 2013, em virtude da co                nvenção coletiva 2013 da respectiva categoria profissional.";"5430,50";"30/04/2014";"Encerrado"
"52013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170142";"DELEGACIA DA REC.FEDERAL EM SOROCABA/SP";"00000000000000003";"Indicação do crédito orçamentário e da nota de empenho para atender a despe                            sa do contrato no exercício financeiro de 2015.";"0,00";"03/02/2015";"Encerrado"
"52013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170142";"DELEGACIA DA REC.FEDERAL EM SOROCABA/SP";"00000000000000001";"INDICAçãO DO CRéDITO ORçAMENTáRIO E DA NOTA DE EMPENHO PARA ATENDER A DESPE                            SA DO CONTRATO NO EXERCíCIO FINANCEIRO DE 2014.";"0,00";"17/01/2014";"Encerrado"
"52013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170142";"DELEGACIA DA REC.FEDERAL EM SOROCABA/SP";"000000000007/2016";"Repactuação do preço contratado, em virtude de convenção coletiva de trabal                                                                        ho.";"413,60";"09/11/2016";"Encerrado"
"52013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170142";"DELEGACIA DA REC.FEDERAL EM SOROCABA/SP";"000000000006/2016";"REPACTUAçãO EM VIRTUDE DE CONVENçãO COLETIVA DE TRABALHO 2015/2016.";"15832,20";"01/06/2016";"Encerrado"
"52013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170142";"DELEGACIA DA REC.FEDERAL EM SOROCABA/SP";"00000000000000005";"INDICAçãO DE CRéDITO ORçAMENTáRIO E DA NOTA DE EMPENHO PARA ATENDER A DESPE                            SA DO CONTRATO NO EXERCíCIO FINANCEIRO DE 2016.";"0,00";"04/02/2016";"Encerrado"
"52013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170142";"DELEGACIA DA REC.FEDERAL EM SOROCABA/SP";"00000000000000004";"Repactuação dos valores contratdos com base na convenção coletiva - acerto                                                 de lançamentos anteriores.";"14933,30";"30/09/2015";"Encerrado"
"62013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170163";"ALFANDEGA DO PORTO DE PARANAGUA PR";"00000000000000003";"Emissão de Nota de Empenho para o Exercício de 2016";"0,00";"21/01/2016";"Encerrado"
"62013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170163";"ALFANDEGA DO PORTO DE PARANAGUA PR";"00000000000000001";"Emissão de nota de empenho para o exercício financeiro de 2014.";"0,00";"15/01/2014";"Encerrado"
"62013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170163";"ALFANDEGA DO PORTO DE PARANAGUA PR";"00000000000000004";"INFORMAR O NÚMERO DA NOTA DE EMPENHO PARA O EXERCÍCIO DE 2017.";"0,00";"03/03/2017";"Encerrado"
"32013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170169";"DELEGACIA DA REC.FEDERAL EM FLORIANOPOLIS/SC";"000000000001/2018";"dotação orçamentária 2018.";"0,00";"09/02/2018";"Encerrado"
"12013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170171";"DELEGACIA DA REC.FEDERAL EM JOINVILLE-SC";"000000000001/2014";"REAJUSTE ANUAL, AUMENTANDO O VALOR MENSAL DO CONTRATO PARA R$ 5.766,84 (CIN   CO MIL, SETECENTOS E SESSENTA E SEIS REAIS E OITENTA E QUATRO CENTAVOS).";"5408,40";"10/11/2014";"Encerrado"
"32013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170172";"ALF. DA RF DO BRASIL DO PORTO DE ITAJAÍ/SC";"000000000001/2016";"EMPENHO 2016";"0,00";"11/01/2016";"Encerrado"
"32013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170172";"ALF. DA RF DO BRASIL DO PORTO DE ITAJAÍ/SC";"000000000004/2014";"Em virtude de apresentação de CCT 2014/2015";"24887,50";"02/06/2014";"Encerrado"
"32013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170172";"ALF. DA RF DO BRASIL DO PORTO DE ITAJAÍ/SC";"000000000005/2017";"Paro complementar o apostilamento 04/2017 que trata da repactuação pela CCT 2017, porém fiz os valores apenas até 31/12/2017, faltando o complemento d                         os valores para 2018, que faço nesse apostilamento";"10821,70";"22/11/2017";"Encerrado"
"32013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170172";"ALF. DA RF DO BRASIL DO PORTO DE ITAJAÍ/SC";"000000000003/2016";"Repactuação oriunda da CCT 2016";"23572,50";"15/04/2016";"Encerrado"
"32013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170172";"ALF. DA RF DO BRASIL DO PORTO DE ITAJAÍ/SC";"000000000005/2018";"CCT 2018 - SC000236/2018 - MR006466/2018";"3852,60";"21/03/2018";"Encerrado"
"32013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170172";"ALF. DA RF DO BRASIL DO PORTO DE ITAJAÍ/SC";"000000000003/2015";"Apostilamento efetuado em razão da CCT 2015";"63124,80";"24/07/2015";"Encerrado"
"32013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170172";"ALF. DA RF DO BRASIL DO PORTO DE ITAJAÍ/SC";"000000000004/2017";"Apostilamento efetuado para refletir a repactuação conforme a CCT 2017";"17953,00";"16/11/2017";"Encerrado"
"92013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170195";"SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - GO";"00000000000022014";"CONCEDER A REPACTUAçãO DOS VALORES PAGOS à EMPRESA, TENDO EM VISTA O REAJUS TE DOS SALáRIOS NORMATIVOS DA CATEGORIA ENVOLVIDA NA EXECUçãO DO CONTRATO,DE ACORDO COM A CONVENçãO COLETIVA DE TRABALHO DO ESTADO DO TOCANTINS NO EXERCíCIO DE 2014/2015, EM CONFORMIDADE COM O ESTABELECIDO NO ART. 65, DA LEI                                     8666/93 E SUAS ALTERAçõES POSTERIORES.";"1610,00";"03/04/2014";"Encerrado"
"92013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170195";"SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - GO";"00000000000012016";"repactuar o Contrato original conforme a CCT - Convenção Coletiva de Traba-lho 2016/2017 do Sindicato dos Trabalhadores em Empresas de Asseio,Conserva ção Ambiental e Pública do Estado do Tocantins e do Sindicato das Empresasde Asseio, Conservação, Limpeza Urbana e Terceirização de Mão-de-Obra do Estado do Tocantins - SEAC sob registro no MTE sob o nº TO000003/2016.A vigên";"4239,60";"26/09/2016";"Encerrado"
"92013";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170195";"SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - GO";"00000000000012014";"INFORMAR CRÉDITO PARA O EXERCÍCIO DE 2014: PTRES 059030, FONTE 0100000000,                              ND 339039, UGR 170364, PI A3010, PARA CGU/TO.";"0,00";"02/01/2014";"Encerrado"
