"Número Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Apostilamento";"Descrição Apostilamento";"Valor Apostilamento";"Data de inclusão";"Situação Apostilamento"
"182014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130056";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"000000000001/2014";"Este apostilamento foi registrado tendo em vista que quando do envio dos lances foi homologado o valor do contrato mensal, sendo que o correto seria a                                                                      nual.";"484000,00";"23/04/2014";"Encerrado"
"192014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130056";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"000000000005/2016";"Efetuar o pagamento das parcelas retroativas da repactuação de preços da CC T/2016 nº MG000841, RELATIVO AO periodo 01/11/2015 a 15/04/2016 e abono de  ferias referente a janeiro/2016, conforme clausula decima terceira da CCT                                                                 CONDUSCON.";"5203,70";"20/04/2016";"Encerrado"
"192014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130056";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"000000000002/2015";"Registrar a repactuação do preço retroativo a 01/11/2014.";"2576,20";"27/02/2015";"Pendente"
"192014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130056";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"000000000004/2016";"REGISTAR A REPACTUACAO DO PRECO DO CONTRATO 19/2014 DA CCT REGISTRADA NO MT             E SOB O Nº MG000841/2016, ALTERANDO O VALOR ATUAL DO CONTRATO.";"9821,00";"20/04/2016";"Encerrado"
"192014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130056";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"21028000012201418";"Registra a repactuação de preços do contrato 19/2014, retroativo a 01/11/                                             2014. Referente a CCT de 2015.";"2576,20";"27/02/2015";"Encerrado"
"192014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130056";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"000000000006/2017";"REPACTUACãO DE PREçOS DA CCT RESGISTRADA NO MTE SOB O Nº MG000490/2017, RELATIVA AO PERIODO DE 01/01/2016 A 17/04/2017, BEM COMO VALES TRANSPORTE, POR                                                      TARIA BHTRANS Nº 135.";"3080,60";"27/03/2017";"Encerrado"
"192014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130056";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"000000000001/2018";"REPACTUAçãO DE PREçOS DA CCT REGISTRADA NO MTE Nº MG000973/2018, RELATIVA AO PERIODO DE 01/11/2017 A 31/03/2018 E 01/04/2018 A 31/10/2018, CONFORME CLAUSULA PRIMEIRA DA CCT(SINDUSCON)2017/2018. PAGAMENTO REFERENTE BENEFICIO D E ABONO DE FéRIAS, CLAUSULA SéTIMA CCT/2016/2017, REGISTRADA NO MTE SOB Nº                                                                00490/2017.";"3966,70";"25/05/2018";"Encerrado"
"192014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130056";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"000000000005/2017";"EFETUAR O PAGAMENTO DO DABONO DE FERIAS REFERENTE A ASSIDUIDADE LABORAR NOPERIODO AQUISITIVO DASA FERIAS, COMPLETADO DURANTE A VIGENCIA DA CCT/MG 201 5/2016 DO SINDUSCON, REGISTRADA NO MTE SOB O Nº MG000841/2016, RELATIVA AO                                        PERIODO DE 01/11/2015 A 31/10/2016.";"764,80";"27/03/2017";"Encerrado"
"202014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130056";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"21028000012201418";"Registrar a repactuação do preço do contrato 20/2014, alterando o valor atu                              al do contrato, retroativo ao dia 01/01/2015.";"2830,10";"11/03/2015";"Encerrado"
"202014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130056";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"000000000001/2014";"REVISãO DE CONTRATO EM FUNçãO DA ALTERAçãO DA LIQUOTA DO ISSQN LEI MUNICIPA       L 10.692/13 QUE ALTEROU DE 2 PARA 5% A PARTIR DE 01 DE MAIO DE 2014.";"2704,70";"23/05/2014";"Encerrado"
"102014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130058";"LABORATÓRIO FEDERAL DE DEFESA AGROPECUÁRIA";"00000000000192017";"PROMOVER O REAJUSTE DOS PREçOS CONFORME CLáUSULA SEXTA DO CONTRATO ORIGINAL                                                                          .";"4740,80";"29/05/2017";"Encerrado"
"102014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130058";"LABORATÓRIO FEDERAL DE DEFESA AGROPECUÁRIA";"000000000014/2016";"REAJUSTE DE PREçOS CONFORME PREVISTO NO CONTRATO.";"9974,10";"14/04/2016";"Encerrado"
"102014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130058";"LABORATÓRIO FEDERAL DE DEFESA AGROPECUÁRIA";"000000000008/2015";"REAJUSTE DE PREçOS CONFORME CONTRATO ORIGINAL";"8252,10";"15/04/2015";"Encerrado"
"112014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130058";"LABORATÓRIO FEDERAL DE DEFESA AGROPECUÁRIA";"000000000015/2015";"Pagamento de parcela referente ao dia 01/04/2015.";"5890,60";"02/10/2015";"Encerrado"
"152014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130058";"LABORATÓRIO FEDERAL DE DEFESA AGROPECUÁRIA";"000000000009/2015";"REAJUSTE DE PREÇOS CONFORME PREVISTO NO CONTRATO.";"5378,80";"15/04/2015";"Encerrado"
"22014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130074";"SUPERINT.FEDERAL DE ACRIC.PECUARIA E ABASTEC.";"00000000000012014";"REPACTUAçãO DO VALOR DO CONTRATO DE PRESTAçãO DE SERVIçOS DE VIGILâNCIA ARMADA EM CONFORMIDADE COM A CONVENçãO COLETIVA DE TRABALHO 2014/2016, EM PROV                                       EITO DA SFA/RS NO EXERCíCIO DE 2014.";"31926,40";"26/05/2014";"Encerrado"
"22014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130074";"SUPERINT.FEDERAL DE ACRIC.PECUARIA E ABASTEC.";"000000000001/2015";"Apostilamento referente repactuação do preço mensal do contrato.";"31764,30";"20/11/2015";"Encerrado"
"22014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130074";"SUPERINT.FEDERAL DE ACRIC.PECUARIA E ABASTEC.";"000000000001/2016";"O SR.SUPERINTENDENTE FEDERAL DE AGRICULTURA NO RS,ORDENADOR DE DESPESAS,EMEXERCíCIO,RESOLVE,DETERMINA,COMO MERA EXECUçãO CONTRATUAL,EM CUMPRIMENTO AO QUE DISPõE A CLáUSULA DéCIMA SEGUNDA,O APOSTILAMENTO AO CONTRATO SUPRA,QUE SE PROCEDA A REPACTUAçãO DO PREçO MENSAL, NO VALOR DE R$ 3.593,76,PASSANDO                                        SEU VALOR MENSAL PARA R$ 41.334,78.";"14375,00";"24/08/2016";"Encerrado"
"32014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130074";"SUPERINT.FEDERAL DE ACRIC.PECUARIA E ABASTEC.";"00000000000012014";"REPACTUAÇÃO CONTRATUAL DOS SERVIÇOS DE VIGILÂNCIA ARMADA DIURNA E NOTURNA PARA AS UNIDADES DE SANTANA DO LIVRAMENTO, JAGUARÃO, BAGÉ, URUGUAIANA E PELOTAS, CONFORME CLÁUSULA DÉCIMA SEGUNDA, EM PROVEITO DA SFA/RS NO EXERCÍCIO D                                                                    E 2014.";"43040,90";"30/10/2014";"Encerrado"
"32014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130074";"SUPERINT.FEDERAL DE ACRIC.PECUARIA E ABASTEC.";"0000000001-2015/B";"CONSIDERANDO DATAS DE VIGÊNCIA DOS DOCUMENTOS A SEGUIR DISCRIMINADOS,COMPLEMENTANDO O APOSTILAMENTO SUPRA INSERIMOS A PRESENTE IMPORTÂNCIA AO CONTRATO    03/2014 - MW SEGURANÇA, ÚNICA E EXCLUSIVAMENTE PARA FINS DE CRONOGRAMA.                     A) VIGÊNCIA DA CCT 2015/2016 0 01/02/2015 À 31/01/2016                            B) VIGÊNCIA CONTRATUAL: 01/04/2015 À 31/03/2016";"9101,30";"16/12/2015";"Encerrado"
"32014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130074";"SUPERINT.FEDERAL DE ACRIC.PECUARIA E ABASTEC.";"000000000001-2015";"DE ORDEM DO SENHOR SUPERINTENDENTE FEDERAL DE AGRICULTURA NO RS:APOSTILE-SEA IMPORTÂNCIA DE R$ 63.718,52 AO CRONOGRAMA DE DESEMBOLSO FÍSICO FINANCEIROTENDO EM VISTA,DISPOSIÇÕES GERAIS-CLÁUSULA VIGÉSIMA TERCEIRA DA CCT 2015/2016, COM VIGÊNCIA DE 01/02/2015 À 31/01/2016 - VIGÊNCIA ATUAL DO CONTRATO DE                                        Nº 03/2014:01/04/2014 À 31/03/2016.";"52369,70";"15/12/2015";"Encerrado"
"42014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130074";"SUPERINT.FEDERAL DE ACRIC.PECUARIA E ABASTEC.";"000000000001/2016";"O SR. SUPERINTENDENTE FEDERAL NO RS (ORDENADOR DE DESPESAS) NO USO DE SUASATRIBUIçõES LEGAIS,DETERMINA:O APOSTILAMENTO AO CONTRATO SUPRA,TENDO EM VIS                                    TA CCT 2016/2016, COM íNDICE DE 11,68%.";"86077,20";"06/04/2016";"Encerrado"
"42014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130074";"SUPERINT.FEDERAL DE ACRIC.PECUARIA E ABASTEC.";"000000000001/2017";"O SR.SUPERINTENDENTE FEDERAL DE AGRICULTURA NO RS, ORDENADOR DE DESPESAS,NOUSO DE SUAS ATRIBUIçõES REGIMENTAIS,RESOLVE: AUTORIZAR A REPACTUAçãO DO CONTRATO 04/2017 A PARTIR DE 01/01/2017 - CCT/2017,NOTA TéCNICA NT/SPA/GAB/SFA-RS,Nº 002/2017,CLáUSULA DéCIMA TERCEIRA DO CONTRATO,PASSANDO O VALOR MENSA          L P/R$ 46.750,66, CONSIDERANDO O ACRéSCIMO MENSAL DE R$ 3.076,81.";"3076,80";"21/02/2017";"Encerrado"
"42014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130074";"SUPERINT.FEDERAL DE ACRIC.PECUARIA E ABASTEC.";"00000000000012014";"Reajuste contratual dos serviços de recepcionista, conforme Cláusula Décima Terceira do contrato inicial, em proveito da DAD/SFA/RS no exercício de 20                                                                        14.";"32256,90";"21/10/2014";"Encerrado"
"52014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130074";"SUPERINT.FEDERAL DE ACRIC.PECUARIA E ABASTEC.";"000000000001/2016";"O SR. SUPERINTENDENTE FEDERAL NO RS (ORDENADOR DE DESPESAS) NO USO DE SUASATRIBUIçõES LEGAIS,DETERMINA:O APOSTILAMENTO AO CONTRATO SUPRA,TENDO EM VIS                                    TA CCT 2016/2016, COM íNDICE DE 11,68%.";"101727,60";"06/04/2016";"Encerrado"
"52014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130074";"SUPERINT.FEDERAL DE ACRIC.PECUARIA E ABASTEC.";"000000000002/2017";"O Sr.Superintendente Federal de Agricultura no RS, Ordenador de Despesas,nouso de suas atribuições regimentais,RESOLVE: Autorizar a repactuação do contrato 05/2017 a partir de 01/01/2017 - CCT/2017,Nota Técnica NT/SPA/GAB/SFA-RS,nº 002/2017,Cláusula Décima Terceira do Contrato.O valor mensal do item                  01,passa p/R$ 42.500,60 e do item 2, passa p/R$ 12.750,18";"3636,20";"21/02/2017";"Encerrado"
"52014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130074";"SUPERINT.FEDERAL DE ACRIC.PECUARIA E ABASTEC.";"00000000000012014";"REAJUSTE CONTRATUAL DOS SERVIçOS DE RECEPCIONISTA, CONFORME CLáUSULA DéCIMA  TERCEIRA DO CONTRATO INICIAL, EM PROVEITO DA DDA/SFA/RS E DPDAG/SFA/RS NO                                                         EXERCíCIO DE 2014.";"38122,60";"21/10/2014";"Encerrado"
"22014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130077";"SUPERINT.FEDERAL DE AGRIC.PECUARIA E ABASTEC.";"00000000000022015";"REAJUSTE ANUAL DE TARIFAS 2015.";"1764,70";"01/06/2015";"Encerrado"
"52014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130103";"LABORATÓRIO FEDERAL DE DEFESA AGROPECURIO/RS";"000000000002/2015";"repactuação contratual devido ao dissídio coletivo no exercício de 2015.";"68075,40";"25/06/2015";"Encerrado"
"52014";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"130103";"LABORATÓRIO FEDERAL DE DEFESA AGROPECURIO/RS";"00000000000012014";"REPACTUAçãO CONTRATUAL PARA OS SERVIçOS PROFISSIONAIS DE VIGILâNCIA ARMADA                                                       CONTRATO Nº 05/2014.";"73376,40";"03/07/2014";"Encerrado"
"1402014";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO";"240106";"INSTIT.NAC.DE PESQ.ESPACIAIS-S.J.CAMPOS - MCT";"0000000014.1/2017";"REPACTUAçãO DO PREçO MENSAL COM EFEITOS FINANCEIROS A PARTIR DE 01/01/2016 HAJA VISTA HOMOLOGAçãO DE CONVENçãO COLETIVA DA CATEGORIA, QUE ESTABELECEU                                     NOVOS VALORES DE SALáRIOS E BENEFíCIOS";"18434,40";"15/08/2017";"Encerrado"
"1402014";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO";"240106";"INSTIT.NAC.DE PESQ.ESPACIAIS-S.J.CAMPOS - MCT";"0000000014.2/2017";"REPACTUAÇÃO DO PREÇO MENSAL HAJA VISTA HOMOLOGAÇÃO DE CONVENÇÃO COLETIVA 20                                                            17 DA CATEGORIA";"4663,00";"28/09/2017";"Encerrado"
"1302014";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO";"240107";"INSTITUTO NACIONAL DE PESQUISAS ESPACIAIS";"0000000009.1/2014";"COMPLEMENTAR O VALOR MENSAL DO CONTRATO SUPRAMENCIONADO PARA 90,26.";"1,00";"05/12/2014";"Encerrado"
"42014";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO";"24000";"MINISTERIO DA CIENCIA,TECNOLOGIA E INOVAÇÃO";"240128";"LABORATORIO NACIONAL DE ASTROFISICA - MG";"00000000000000001";"EM DECORRêNCIA DE ALTERAçõES DA CCT";"9552,60";"22/12/2014";"Encerrado"
"32014";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170052";"MF/DRF-DELEGACIA DA RECEITA FEDERAL/PB";"00000000000000001";"REAJUSTE DE PREçOS DO CONTRATO EM CONFORMIDADE COM O . 8º DO ART. 65º DA             LEI 8.666/93 E CLáUSULA DéCIMA DO CONTRATO DRF/JPA Nº 03/2014.";"58380,40";"26/09/2014";"Encerrado"
"112014";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170064";"SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF/AL";"00000000000012015";"CADASTRO DE NOVA NOTA DE EMPENHO PARA O EXERCÍCIO 2015.";"0,00";"02/03/2015";"Encerrado"
"72014";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170069";"SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - SE";"00000000000000001";"CLASSIFICAçãO DE DOTAçãO ORçAMENTARIA PARA O EXERCíCIO DE 2015.";"21660,70";"19/01/2015";"Pendente"
"42014";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170078";"SUP.REGIONAL RECEITA FEDERAL 5A.RF/BA";"000000000003/2018";"REAJUSTAMENTO ANUAL DOS VALORES CONTRATUAIS, CONFORME PREVISTO NA CLÁUSULA                                                        DÉCIMA DO CONTRATO.";"1983372,20";"05/04/2018";"Encerrado"
"42014";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170078";"SUP.REGIONAL RECEITA FEDERAL 5A.RF/BA";"000000000001/2016";"REAJUSTE";"10758217,20";"05/08/2016";"Encerrado"
"42014";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170078";"SUP.REGIONAL RECEITA FEDERAL 5A.RF/BA";"000000000002/2017";"REAJUSTE CONTRATUAL.";"4256716,00";"28/11/2017";"Encerrado"
"22014";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170080";"DELEGACIA DA REC.FEDERAL EM F.SANTANA/BA";"00000000000052017";"INFORMAR DOTAçãO ORCAMENTARIA DE 2016";"0,00";"13/04/2017";"Encerrado"
"22014";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170080";"DELEGACIA DA REC.FEDERAL EM F.SANTANA/BA";"00000000000062017";"INFORMAR DOTEçãO ORCAMENTáRIA DE 2017";"0,00";"13/04/2017";"Encerrado"
"22014";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170080";"DELEGACIA DA REC.FEDERAL EM F.SANTANA/BA";"000000000009/2018";"Reajuste contratual";"12434,80";"14/03/2018";"Encerrado"
"22014";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170080";"DELEGACIA DA REC.FEDERAL EM F.SANTANA/BA";"000000000008/2018";"INFORMAR NOTA DE EMPENHO";"0,00";"07/02/2018";"Encerrado"
"22014";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170080";"DELEGACIA DA REC.FEDERAL EM F.SANTANA/BA";"00000000000032015";"Reajuste contratual.";"1681,90";"10/04/2015";"Encerrado"
"22014";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170080";"DELEGACIA DA REC.FEDERAL EM F.SANTANA/BA";"00000000000072017";"REAJUSTE ANUAL DO CONTRATO DE LOCAçãO";"13978,60";"02/05/2017";"Encerrado"
"22014";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170080";"DELEGACIA DA REC.FEDERAL EM F.SANTANA/BA";"00000000000042016";"Reajuste do contrato de locação passando de R$6252,98 para R$ 6565,62";"5293,40";"30/05/2016";"Encerrado"
