"Número Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Apostilamento";"Descrição Apostilamento";"Valor Apostilamento";"Data de inclusão";"Situação Apostilamento"
"32017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170177";"SUP.REGIONAL RECEITA FEDERAL 10A.RF/RS";"00000000000000001";"2018NE800007";"0,00";"11/04/2018";"Encerrado"
"22017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170186";"ALFÂNDEGA DA REC.FEDERAL EM URUGUAIANA/RS";"00000000000000001";"Advento da CCT/2018 e indicação dos créditos orçamentarios   e nota  de                                                              empenho 2018.";"15795,60";"16/03/2018";"Encerrado"
"92017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170287";"DELEGACIA DA RECEITA FEDERAL DE MARILIA/SP";"000000000009/2017";"Repactuação do valor mensal do contrato de R$ 9.812,77 para R$ 9.992,90 a p                                                       artir de 01/08/2017.";"4645,50";"14/09/2017";"Encerrado"
"52017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170322";"MF-DELEGACIA DA RECEITA FEDERAL -ARARAQUARA";"000000000001/2018";"REPACTUAçãO DE VALORES POR REFLEXO DE CCT E AJUSTE DE ISSQN DE IBITINGA, PA                                                    SSANDO DE 25 PARA 2,5%.";"8000,50";"09/02/2018";"Encerrado"
"42017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170335";"DELEGACIA DA RECEITA FEDERAL EM MOSSORO - RN";"000000000001/2018";"Repactuação Contratual por força de nova Convenção Coletiva de Trabalo que                                      alterou o piso salarial da categoria.";"3922,50";"01/03/2018";"Encerrado"
"22017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170383";"DELEGACIA DA REC. FED. DO BRASIL NO RJ II";"00000000000012018";"Indicar a dotação orçamentária para o exercício de 2018 (serviços).";"0,00";"21/03/2018";"Encerrado"
"22017";"25000";"MINISTERIO DA ECONOMIA";"25000";"MINISTERIO DA ECONOMIA";"170383";"DELEGACIA DA REC. FED. DO BRASIL NO RJ II";"00000000000022018";"Indicar a dotação orçamentária para o exercício de 2018 (peças/materiais).";"0,00";"21/03/2018";"Encerrado"
"342017";"20113";"MINISTERIO DO PLANEJAMENTO,DESENV. E GESTÃO";"25205";"FUND.INST.BRASILEIRO DE GEOG.E ESTATISTICA";"114601";"IBGE-FUN.INST.BRAS.GEOGRAFIA E ESTATISTICA";"00000000000012017";"O valor unitário do primeiro item da tabela que consta no item 1.3 do contr                              ato (item 1 do Edital) passa a ser R$ 363,16.";"0,00";"01/11/2017";"Encerrado"
"102017";"25000";"MINISTERIO DA ECONOMIA";"25208";"SUPERINTENDENCIA DE SEGUROS PRIVADOS";"173039";"MF-SUSEP-SUPERINT.DE SEGUROS PRIVADOS/RJ";"0000DILIC1-2/2018";"1ª REPACTUAÇÃO";"2152,70";"23/07/2018";"Encerrado"
"62017";"26000";"MINISTERIO DA EDUCACAO";"26201";"COLEGIO PEDRO II";"153167";"COLEGIO PEDRO II/REITORIA";"01º0APOSTILAMENTO";"O PRESENTE INSTRUMENTO TEM POR OBJETO A DESCENTRALIZAçãO DA GESTãO DO CONTR         ATO DA UNIDADE GESTORA ORIGINAL PARA OS CAMPI DO COLéGIO PEDRO II.";"0,00";"05/09/2017";"Encerrado"
"242017";"26000";"MINISTERIO DA EDUCACAO";"26263";"UNIVERSIDADE FEDERAL DE LAVRAS";"153032";"UNIVERSIDADE FEDERAL DE LAVRAS/MEC/MG";"000000000001/2018";"REAJUSTE DE PREÇOS";"131859,60";"08/02/2018";"Encerrado"
"982017";"26000";"MINISTERIO DA EDUCACAO";"26264";"UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO/RN";"153033";"UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO";"00000000000012018";"Repactuação de preços de contrato em decorrência da emissão da convenção co               letiva de trabalho registrada no MTE sob o nº RN000411/2017.";"131658,00";"14/02/2018";"Encerrado"
"402017";"26000";"MINISTERIO DA EDUCACAO";"26285";"FUNDACAO UNIVERSIDADE FEDERAL DE S.J.DEL-REI";"154069";"FUNDAÇÃO UNIV. FEDERAL DE SÃO JOÃO DEL-REI";"000000000039/2017";"REPACTUAçãO CONTRATUAL.";"17451,70";"29/09/2017";"Encerrado"
"112017";"26000";"MINISTERIO DA EDUCACAO";"26350";"FUNDACAO UNIVERSIDADE FED. DA GRANDE DOURADOS";"150248";"HOSPITAL UNIVERSITÁRIO";"000000000001/2018";"Repactuação dos custos de mão de obra.";"6886,60";"05/04/2018";"Encerrado"
"152017";"26000";"MINISTERIO DA EDUCACAO";"26404";"INST.FED.DE EDUC.,CIENC.E TEC.BAIANO";"151889";"IF BAIANO - CAMPUS BOM JESUS DA LAPA";"00000000000012018";"REPACTUAÇÃO DO VALOR CONTRATUAL PARA ADEQUAÇÃO ÀS EXIGÊNCIAS DA CCT 2017/20                                                     18 SEAC X SINDILIMP-BA";"81408,20";"01/09/2017";"Pendente"
"62017";"26000";"MINISTERIO DA EDUCACAO";"26406";"INST.FED.DE EDUC.,CIENC.E TEC. DO ESP.SANTO";"158272";"IFES - CAMPUS COLATINA";"000000000001/2017";"alteração dos valores contratuais do contrato nº 06/2017, proveniente de re  pactuação de valores conforme convenção coletiva 2017/2018 - SINDUSCON-ES";"5769,80";"29/09/2017";"Encerrado"
"72017";"26000";"MINISTERIO DA EDUCACAO";"26406";"INST.FED.DE EDUC.,CIENC.E TEC. DO ESP.SANTO";"158429";"IFES - CAMPUS VENDA NOVA DO IMIGRANTE";"00000000000000001";"Repactuação do contrato 07/2017 tendo em vista a CCT 2017/2018 publicada em                       maio/2017, após a abertura do processo de licitação.";"27649,70";"08/08/2017";"Encerrado"
"52017";"26000";"MINISTERIO DA EDUCACAO";"26412";"INST.FED.DE EDUC.,CIENC.E TEC.DO SUL DE MG";"154809";"IFSULDEMINAS - CÂMPUS POÇOS DE CALDAS";"23500001677201786";"CORREçõES SALARIAS E DEMAIS REAJUSTES DE VALORES CONSTANTES EM CONVENçãO CO                                                                    LETIVA.";"2826,30";"11/07/2018";"Encerrado"
"42017";"26000";"MINISTERIO DA EDUCACAO";"26422";"INST.FED. DE EDUC., CIENC. E TEC. CATARINENSE";"158460";"INST.FED.CATARINENSE/CAMPUS CAMBORIU";"000000000001/2018";"REAJUSTE DEVIDO A ALTERAçAO SALARIAL DA CATEGORIA POR MEIO DA CONVENçãO COLETIVA DE 2018/2018. COM O OBJETIVO DE RESTABELECER O EQUILíBRIO ECONôMICO D         E ACORDO COM O QUE FACULTA A CLáUSULA DéCIMA PRIMEIRA DO CONTRATO.";"1916,80";"09/05/2018";"Encerrado"
"122017";"26000";"MINISTERIO DA EDUCACAO";"26436";"INST.FED.DE EDUC.,CIE.E TEC.SUL-RIO-GRANDENSE";"158126";"INST.FED.SUL R.GRANDENSE";"000000000004/2018";"COMPENSAçãO DECORRENTE DE PAGAMENTOS EFETUADOS A MENOR EM FUNçãO DA REPACTU                                                AçãO MOTIVADA PELA CCT/2017";"15192,40";"04/04/2018";"Encerrado"
"112017";"30000";"MINISTERIO DA JUSTICA";"30108";"DEPARTAMENTO DE POLICIA FEDERAL";"200350";"SUPERINTENDENCIA REG.DEP.POLICIA FEDERAL - MG";"00000000000000001";"REAJUSTAR O VALOR DO CONTRATO BASEADO NA NOVA CCT 2017 LOCALIDADE DE GOVERN                                                             ADOR VALADARES";"15212,50";"10/08/2017";"Encerrado"
"42017";"35000";"MINISTERIO DAS RELACOES EXTERIORES";"35201";"FUNDACAO ALEXANDRE DE GUSMAO";"244001";"FUNAG-FUNDACAO ALEXANDRE GUSMAO/DF";"00000000000132018";"ALOCAR RECURSOS PARA O PRESENTE EXERCÍCIO.";"0,00";"02/01/2018";"Encerrado"
"22017";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE";"250030";"SUPERINTENDENCIA ESTADUAL DO MS/PI";"00000000000000002";"REPACTUAçãO CONTRATUAL - CCT 2018.";"2874,80";"29/06/2018";"Encerrado"
"22017";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE";"250030";"SUPERINTENDENCIA ESTADUAL DO MS/PI";"000000000001/2017";"Repactuação por força da Convençao Coletiva 2017.";"5503,00";"20/11/2017";"Encerrado"
"72017";"38000";"MINISTERIO DO TRABALHO E EMPREGO";"38901";"FUNDO DE AMPARO AO TRABALHADOR";"380947";"DELEG.REG. DO TRAB/RIO DE JANEIRO";"00000000000012018";"REAJUSTE DO VALOR DO ALUGUEL DO IMÓVEL ONDE ENCONTRA-SE LOCADA A GERÊNCIA DE ATENDIMENTO AO PÚBLICO EM CAMPOS DOS GOYTACAZES, INDICE FORNECIDO PELO IG                                              PM REFERENTE AO MÊS DE JULHO.";"18648,00";"25/07/2018";"Encerrado"
"122017";"52000";"MINISTERIO DEFESA";"52000";"MINISTERIO DEFESA";"110404";"DEPARTAMENTO DE ADMINISTRAÇÃO INTERNA";"000000000014/2018";"apostilamento repactuação 2018 e retirada plano de saúde, assistência odont                            ológia e seguro de vida a partir de 01/05/2016.";"37,80";"12/06/2018";"Encerrado"
"172017";"53000";"MINISTÉRIO DO DESENVOLVIMENTO REGIONAL";"53000";"MINISTÉRIO DO DESENVOLVIMENTO REGIONAL";"530001";"DIRETORIA DE ADMINISTRAÇÃO";"00000000000000001";"REPACTUAçãO DOS VALORES DOS SALáRIOS, ADICIONAL DE PERICULOSIDADE DE 30%, R                        EAJUSTE DO AUXíLIO ALIMENTAçãO E DO PLANO DE SAúDE.";"121595,50";"25/09/2017";"Encerrado"
