"Número Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Termo Aditivo";"Data Publicação";"Objeto"
"182020";"52000";"Ministério da Defesa";"52000";"Ministério da Defesa - Unidades com vínculo d";"110404";"DEPARTAMENTO DE ADMINISTRACAO INTERNA-MD";"000262021";"25/08/2021";"Objetivo: 1.1. PRORROGAR A VIGÊNCIA CONTRATUAL POR UM PERÍODO DE 12 (DOZE) MESES, CONTADOS DE 25/08/2021 ATÉ 24/08/2022.1.2. EXCLUIR OS CUSTOS NÃO RENOVÁVEIS, AMORTIZADOS OU PAGOS NO PRIMEIRO ANO DE CONTRATO.1.3. RETIFICAR O VALOR MENSAL DA CONTRAPRESTAÇÃO DOS SERVIÇOS POR CONSEQUÊNCIA DA RETIRADA DOS CUSTOS NÃO RENOVÁVEIS QUE PASSA DE R$ 62.513,62 (SESSENTA E DOIS MIL, QUINHENTOS E TREZE REAIS E SESSENTA E DOIS CENTAVOS), PARA R$ 58.788,80 (CINQUENTA E OITO MIL, SETECENTOS E OITENTA E OITO REAIS E OITENTA C"
"182020";"52000";"Ministério da Defesa";"52000";"Ministério da Defesa - Unidades com vínculo d";"110404";"DEPARTAMENTO DE ADMINISTRACAO INTERNA-MD";"000272022";"09/06/2022";"Objetivo: PRORROGAR A VIGÊNCIA CONTRATUAL POR UM PERÍODO DE 12 (DOZE) MESES."
"182020";"52000";"Ministério da Defesa";"52000";"Ministério da Defesa - Unidades com vínculo d";"110404";"DEPARTAMENTO DE ADMINISTRACAO INTERNA-MD";"000462021";"03/11/2021";"Objetivo: ACRESCER AO CONTRATO ORIGINAL 02 (DOIS) FUNCIONÁRIOS PARA 01 (UM) POSTO DE TRABALHO DE BOMBEIRO CIVIL (BRIGADISTA), A PARTIR DO DIA 1º/12/2021, CORRESPONDENTE A 25% (VINTE E CINCO POR CENTO) DO VALOR ANUAL DO CONTRATO."
"172020";"52000";"Ministério da Defesa";"52000";"Ministério da Defesa - Unidades com vínculo d";"110511";"CENTRO GESTOR OP. SISTEMA PROTECAO AMAZONIA";"000012021";"21/05/2021";"Objetivo: PRORROGAR O PRAZO DE VIGÊNCIA CONTRATUAL POR 12 (DOZE) MESES, A CONTAR DE 10/08/2021 A 09/08/2022.EXCLUIR OS CUSTOS NÃO RENOVÁVEIS, PAGOS OU AMORTIZADOS NO PRIMEIRO ANO DA CONTRATAÇÃO, PASSANDO O VALOR DA CONTRAPRESTAÇÃO MENSAL DOS SERVIÇOS, JÁ REPACTUADO, DOS ATUAIS R$ 3.020,63 (TRÊS MIL E VINTE REAIS E SESSENTA E TRÊS CENTAVOS), PARA A QUANTIA DE R$ 2.804,94 (DOIS MIL OITOCENTOS E QUATRO REAIS E NOVENTA E QUATRO CENTAVOS), PERFAZENDO UM VALOR GLOBAL PARA 12 (DOZE) MESES DE PRORROGAÇÃO DE R$ 33.65"
"172020";"52000";"Ministério da Defesa";"52000";"Ministério da Defesa - Unidades com vínculo d";"110511";"CENTRO GESTOR OP. SISTEMA PROTECAO AMAZONIA";"000022022";"01/07/2022";"Objetivo: PRORROGAR O PRAZO DE VIGÊNCIA CONTRATUAL POR 12 (DOZE) MESES, CONTADOS DE 10/08/2022 A 09/08/2023, EM CONFORMIDADE COM A CLÁUSULA SEGUNDA DO CONTRATO ORIGINAL; ALTERAR O CONTRATO, PARA MODIFICAR A RAZÃO SOCIAL DA CONTRATADA, QUE PASSARÁ DE TN SERVIÇOS ADMINISTRATIVOS EIRELI, INSCRITA NO CNPJ SOB O Nº 15.250.755/0001-11, PARA TN SERVIÇOS ADMINISTRATIVOS LTDA, CNPJ SOB O Nº 15.250.755/0001-11; RATIFICAR O VALOR MENSAL  DA CONTRAPRESTAÇÃO DOS SERVIÇOS EM R$ 3.082,61 (TRÊS MIL OITENTA E DOIS REAIS E SESSEN"
"182020";"52000";"Ministério da Defesa";"52000";"Ministério da Defesa - Unidades com vínculo d";"110511";"CENTRO GESTOR OP. SISTEMA PROTECAO AMAZONIA";"000012021";"02/08/2021";"Objetivo: PRORROGAR O PRAZO DE VIGÊNCIA CONTRATUAL POR 12 (DOZE) MESES, A CONTAR DE 01/09/2021 A 31/08/2022, E EXCLUIR OS CUSTOS NÃO RENOVÁVEIS, PAGOS OU AMORTIZADOS NO PRIMEIRO ANO DA CONTRATAÇÃO, PASSANDO O VALOR DA CONTRAPRESTAÇÃO MENSAL DOS SERVIÇOS DOS ATUAIS R$ 6.510,00 (SEIS MIL QUINHENTOS E DEZ REAIS), PARA A QUANTIA DE R$ 5.964,94 (CINCO MIL NOVECENTOS E SESSENTA E QUATRO REAIS E NOVENTA E QUATRO CENTAVOS), PERFAZENDO UM VALOR GLOBAL PARA 12 (DOZE) MESES, CORRESPONDENTE A R$ 71.579,28 (SETENTA E UM MIL"
"182020";"52000";"Ministério da Defesa";"52000";"Ministério da Defesa - Unidades com vínculo d";"110511";"CENTRO GESTOR OP. SISTEMA PROTECAO AMAZONIA";"000022020";"23/02/2022";"Objetivo: PRORROGAR O PRAZO DE VIGÊNCIA CONTRATUAL POR 12 (DOZE) MESES, A CONTAR DE 01/09/2022 A 31/08/2023.RATIFICAR O VALOR MENSAL DA CONTRATAÇÃO DOS SERVIÇOS, EM R$ 5.964,94 (CINCO MIL NOVECENTOS E SESSENTA E QUATRO REAIS E NOVENTA E QUATRO CENTAVOS), PERFAZENDO O VALOR ANUAL DE R$ 71.579,28 (SETENTA E UM MIL QUINHENTOS E SETENTA E NOVE REAIS E VINTE E OITO CENTAVOS), PARA 12 (DOZE) MESES.FICA RESGUARDADO O DIREITO À REPACTUAÇÃO QUE A CONTRATADA FAZ JUS, CONFORME CLÁUSULA SÉTIMA DO CONTRATO ORIGINAL."
"22020";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110592";"UNIDADE DE ATENDIMENTO EM MINAS GERAIS";"000012021";"20/07/2021";"Objetivo: PRORROGAÇÃO DA VIGÊNCIA DO CONTRATO, POR UM PERÍODO DE 12 (DOZE) MESES, CONFORME DISPOSTO NO ART. 57, INCISO II, DA LEI Nº 8.666/93 E A ALTERAÇÃO DE POSTOS CONTRATADOS MEDIANTE O ACRÉSCIMO DE 1 (UM) POSTO NA CIDADE DE BELO HORIZONTE, 1 (UM) POSTO NA CIDADE DE DIVINÓPOLIS E 2 (DOIS) POSTOS NA CIDADE DE GOVERNADOR VALADARES E A SUPRESSÃO DE 1 (UM) POSTO NA CIDADE DE MONTES CLAROS, 1 (UM) POSTO NA CIDADE DE PASSOS, 2 (DOIS) POSTOS NA CIDADE DE TEÓFILO OTONI E 1 (UM) POSTO NA CIDADE DE UBERABA CORRESPONDEN"
"22020";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110592";"UNIDADE DE ATENDIMENTO EM MINAS GERAIS";"000022022";"15/07/2022";"Objetivo: PRORROGAÇÃO DA VIGÊNCIA POR 12 (DOZE) MESES"
"22020";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110592";"UNIDADE DE ATENDIMENTO EM MINAS GERAIS";"000032022";"09/08/2022";"Objetivo: SUPRESSÃO DE 2 POSTOS DE ASSISTENTE ADMINISTRATIVO PARA AGU NA CIDADE DE UBERLÂNDIA/MG E ACRÉSCIMO DE 2 POSTOS DE ASSISTENTE ADMINISTRATIVO PARA A AGU NA CIDADE DE BELO HORIZONTE/MG."
"182020";"52000";"Ministério da Defesa";"52000";"Ministério da Defesa - Unidades com vínculo d";"112408";"HOSPITAL DAS FORCAS ARMADAS";"000162021";"15/06/2021";"Objetivo: PRORROGAR A VIGÊNCIA DO CONTRATO EM EPÍGRAFE POR UM PERÍODO DE 12 (DOZE) MESES, CONTADOS A PARTIR DE 1° DE AGOSTO DE 2021 E COM TÉRMINO PREVISTO PARA 31 DE JULHO DE 2022, DE ACORDO COM O PREVISTO NO ART. 57, INC. II, DA LEI Nº 8.666/93 E NA CLÁUSULA DÉCIMA OITAVA DO REFERIDO CONTRATO."
"182020";"52000";"Ministério da Defesa";"52000";"Ministério da Defesa - Unidades com vínculo d";"112408";"HOSPITAL DAS FORCAS ARMADAS";"000252022";"20/06/2022";"Objetivo: PRORROGAR A VIGÊNCIA DO CONTRATO EM EPÍGRAFE POR UM PERÍODO DE 12 (DOZE) MESES, CONTADOS A PARTIR DE 1° DE AGOSTO DE 2022 E COM TÉRMINO PREVISTO PARA 31 DE JULHO DE 2023, DE ACORDO COM O PREVISTO NO ART. 57, INC. II, DA LEI Nº 8.666/93 E NA CLÁUSULA DÉCIMA OITAVA DO REFERIDO CONTRATO."
"212020";"24000";"Ministério da Ciência, Tecnologia, Inovações ";"20301";"Comissão Nacional de Energia Nuclear";"113202";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN";"000012020";"03/12/2020";"Objetivo: PRORROGAR A VIGÊNCIA DO CONTRATO PELO PERÍODO DE 45 (QUARENTA E CINCO) DIAS, A CONTARDE 29/11/2020 A 12/01/2020, PELO FATO IMPREVISÍVEL CAUSADO PELA PANDEMIA DO COVID-19, NA QUALCAUSOU ATRASO NA ENTREGA DO PRODUTO AO IPEN-CNEN."
"212020";"24000";"Ministério da Ciência, Tecnologia, Inovações ";"20301";"Comissão Nacional de Energia Nuclear";"113202";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN";"12020";"03/12/2020";"Objeto: Prorrogar a vigência do Contrato pelo período de 45 (quarenta e cinco) dias, a contar de 29/11/2020 a 12/01/2020, pelo fato imprevisível causado pela pandemia do COVID-19, na qual causou atraso na entrega do produto ao IPEN-CNEN."
"12020";"24000";"Ministério da Ciência, Tecnologia, Inovações ";"20301";"Comissão Nacional de Energia Nuclear";"113207";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-CRCN-CO";"000012021";"10/08/2021";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR OBJETO A PRORROGAÇÃO DO CONTRATO Nº 01/2020, COM FUNDAMENTO NA LEI 8.666/93, ARTIGO 57, INCISO II, E SUAS ALTERAÇÕES, COM ACRÉSCIMO DE VALOR CONFORME PESQUISA DE MERCADO."
"12020";"24000";"Ministério da Ciência, Tecnologia, Inovações ";"20301";"Comissão Nacional de Energia Nuclear";"113207";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-CRCN-CO";"000022022";"27/07/2022";"Objetivo: PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO Nº 01/2020, POR 12 (DOZE) MESES, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 13/08/2022 A 12/08/2023, NOS TERMOS DO ART. 57, (II OU IV), DA LEI N.º 8.666, DE 1993."
"132020";"25000";"Ministério da Economia";"61201";"Instituto de Pesquisa Econômica Aplicada";"113601";"INSTITUTO DE PESQUISA ECONOMICA APLICADA";"000012021";"09/07/2021";"Objetivo: O PRESENTE INSTRUMENTO TEM POR OBJETIVO A PRORROGAÇÃO DO PRAZO DA VIGÊNCIA CONTRATUAL A PARTIR DE 24/08/2021 A 24/08/2022."
"132020";"25000";"Ministério da Economia";"61201";"Instituto de Pesquisa Econômica Aplicada";"113601";"INSTITUTO DE PESQUISA ECONOMICA APLICADA";"000022022";"27/06/2022";"Objetivo: O PRESENTE INSTRUMENTO TEM POR OBJETIVO A PRORROGAÇÃO DO PRAZO DA VIGÊNCIA CONTRATUAL A PARTIR DE 24/08/2022 A 24/08/2023, BEM COMO O REAJUSTE CONTRATUAL, COM BASE NO ICTI ACUMULADO DO MÊS DE FEVEREIRO DE 2022, EQUIVALENTE AO ACRÉSCIMO DE R$ 1.328,11 (UM MIL TREZENTOS E VINTE E OITO REAIS E ONZE CENTAVOS), DEVIDAMENTE, AMPARADO POR MEIO DA CLÁUSULA SEXTA DO CONTRATO ORIGINAL, ATUALIZANDO VALOR TOTAL PARA R$ 25.172,11 (VINTE E CINCO MIL CENTO E SETENTA E DOIS REAIS E ONZE CENTAVOS)"
"202020";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114601";"FUNDACAO IBGE-ADMINISTRACAO CENTRAL/RJ";"000012020";"04/11/2020";"Objetivo: ALTERAÇÃO DA DESCRIÇÃO DA SOLUÇÃO DE TIC VISANDO À ALTERAÇÃO DO DESCRITIVO DOS PROJETOS NO ITEM 2.6 DO TERMO DE REFERÊNCIA DO PREGÃOELETRÔNICO Nº 12/2020."
"202020";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114601";"FUNDACAO IBGE-ADMINISTRACAO CENTRAL/RJ";"12020";"04/11/2020";"Objeto: Alteração da descrição da solução de TIC visando à alteração do descritivo dos projetos no item 2.6 do Termo de Referência do Pregão Eletrônico nº 12/2020."
"262020";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114601";"FUNDACAO IBGE-ADMINISTRACAO CENTRAL/RJ";"000012021";"03/08/2021";"Objetivo: NOS TERMOS DA CLÁUSULA SEGUNDA DO CONTRATO, PRORROGA-SE O PRAZO DE VIGÊNCIA DESTE PARA O PERÍODO DE 14/08/2021 A 14/08/2022."
"272020";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114601";"FUNDACAO IBGE-ADMINISTRACAO CENTRAL/RJ";"000012021";"17/08/2021";"Objetivo: NOS TERMOS DA CLÁUSULA SEGUNDA DO CONTRATO, PRORROGA-SE O PRAZO DE VIGÊNCIA DESTE PARA O PERÍODO DE 30/08/2021 A 30/08/2022."
"272020";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114601";"FUNDACAO IBGE-ADMINISTRACAO CENTRAL/RJ";"000022021";"26/08/2021";"Objetivo: CONSTITUI OBJETO DESTE ADITAMENTO O ACRÉSCIMO DE 02 (DOIS) POSTOS DE VIGILÂNCIA ARMADA, SENDO 01 (UM) POSTO DE 12 HORAS DIURNAS (12X36H) E 01 (UM) POSTO DE 12 HORAS NOTURNAS (12X36H)."
"272020";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114601";"FUNDACAO IBGE-ADMINISTRACAO CENTRAL/RJ";"000032021";"27/12/2021";"Objetivo: CONSTITUI OBJETO DESTE ADITAMENTO A PRORROGAÇÃO DO ACRÉSCIMO DE 02 (DOIS) POSTOS DE VIGILÂNCIA ARMADA POR MAIS 4 MESES."
"272020";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114601";"FUNDACAO IBGE-ADMINISTRACAO CENTRAL/RJ";"000042022";"28/04/2022";"Objetivo: CONSTITUI OBJETO DESTE ADITAMENTO A PRORROGAÇÃO DO ACRÉSCIMO DE 02 (DOIS) POSTOS DE VIGILÂNCIA ARMADA POR MAIS 4 MESES E 4 DIAS."
"272020";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114601";"FUNDACAO IBGE-ADMINISTRACAO CENTRAL/RJ";"000052022";"02/08/2022";"Objetivo: NOS TERMOS DA CLÁUSULA SEGUNDA DO CONTRATO, PRORROGA-SE O PRAZO DE VIGÊNCIA DESTE PARA O PERÍODO DE 31/08/2022 A 30/08/2023."
"62020";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114618";"UNIDADE ESTADUAL DO IBGE EM MINAS GERAIS";"000022022";"17/08/2022";"Objetivo: LOCAÇÃO DO IMÓVEL SITUADO NA RUA RIO DE JANEIRO, Nº 314, SALAS 103 E 104, EM POÇOS DE CALDAS/MG, PARA INSTALAR A AGÊNCIA DO IBGE EM POÇOS DE CALDAS/MG."
"62020";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114618";"UNIDADE ESTADUAL DO IBGE EM MINAS GERAIS";"000312021";"19/08/2021";"Objetivo: PRIMEIRO TERMO ADITIVO AO CONTRATO DE LOCAÇÃO DO IMÓVEL SITUADO NA RUA RIO DE JANEIRO, Nº 314, SALAS 103 E 104, EM POÇOS DE CALDAS/MG, PARA A INSTALAÇÃO DA AGÊNCIA DO IBGE EM POÇOS DE CALDAS/MG."
"62020";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114619";"UNIDADE ESTADUAL DO IBGE NO ESPIRITO SANTO";"000012021";"30/06/2021";"Objetivo: O OBJETO DO PRESENTE INSTRUMENTO É A ALTERAÇÃO, A PARTIR DE 18 DE JUNHO DE 2021, DA TELEMAR, INSCRITA NO CNPJ/ME SOB O N.º 33.000.118/0001-79, PELA OI, INSCRITA NO CNPJ/ME SOB O Nº 76.535.764/0001-43, COMO PARTE DO CONTRATO, SUBSTITUINDO E SUCEDENDO A MESMA, A PARTIR DE 18 DE JUNHO DE 2021, INTEGRAMENTE EM TODOS OS SEUS DIREITOS E OBRIGAÇÕES."
"62020";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114619";"UNIDADE ESTADUAL DO IBGE NO ESPIRITO SANTO";"000022021";"03/08/2021";"Objetivo: NOS TERMOS DA CLÁUSULA SEGUNDA DO CONTRATO, PRORROGA-SE O PRAZO DE VIGÊNCIA DESTE PARA O PERÍODO DE 01/08/2021 A 01/08/2022."
"62020";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114619";"UNIDADE ESTADUAL DO IBGE NO ESPIRITO SANTO";"000032022";"01/08/2022";"Objetivo: NOS TERMOS DA CLÁUSULA SEGUNDA DO CONTRATO, PRORROGA-SE O PRAZO DE VIGÊNCIA DESTE PARA O PERÍODO DE 01/08/2022 A 31/12/2022."
"72020";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114619";"UNIDADE ESTADUAL DO IBGE NO ESPIRITO SANTO";"000012021";"06/08/2021";"Objetivo: PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO Nº 7/2020, POR 12 (DOZE) MESES, CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 04/08/2021 A 03/08/2022, NOS TERMOS DO ART. 57, II, DA LEI N.º 8.666, DE 1993."
"72020";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114619";"UNIDADE ESTADUAL DO IBGE NO ESPIRITO SANTO";"000022022";"04/08/2022";"Objetivo: PRORROGAR O PRAZO DA VIGÊNCIA DO CONTRATO Nº 8/2020, POR 12 (DOZE) MESES,  CONTEMPLANDO-SE, NESTA OCASIÃO, O PERÍODO DE 04/08/2022 A 03/08/2023, NOS TERMOS DO ART. 57, II, DA LEI N.º 8.666, DE 1993."
"122020";"25000";"Ministério da Economia";"25205";"Fundação Instituto Brasileiro de Geografia e ";"114625";"UNIDADE ESTADUAL DO IBGE NO RIO GRANDE DO SUL";"000022022";"08/07/2022";"Objetivo: O PRESENTE TERMO ADITIVO TEM POR OBJETO A PRORROGAÇÃO DA VIGÊNCIA DO CONTRATO ORIGINAL POR MAIS 12 MESES, PRORROGANDO-SE DE 10/08/2022 A 10/08/2023."
